Category,Message
ham,"Subject: goldston outage
per kevin at goldston they will be doing a plant turnaround on the 19 , 20 ,
21 , and will be flowing 0 at the point ( 989603 ) for those days . just wanted
to give you a heads up in advance ."
ham,"Subject: 98 - 1601
please extend the sale at lockhart to southern union for two extra days at
the same price .
thank you ,
janet
- - - - - - - - - - - - - - - - - - - - - - forwarded by janet h wallis / hou / ect on 06 / 02 / 2000
10 : 16 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
jackie young
06 / 02 / 2000 09 : 32 am
to : janet h wallis / hou / ect @ ect
cc :
subject : 98 - 1601
can you please extend deal # 254839 to cover flow for 5 / 20 and 5 / 21 ? on the
20 th , 578 decatherms flowed . on the 21 st , 109 decatherms flowed .
thanks
- jackie -
3 - 9497"
ham,"Subject: revision # 3 - same day change - hpl nom for june 2 , 2000
( see attached file : hplo 602 . xls )
- hplo 602 . xls"
ham,"Subject: enron actuals for june 02 thru 04 , 2000
june 2 teco tap 56 . 250 / hpl iferc
texoma 20 . 000 / hpl iferc
ls hpl katy 40 . 000 / enron
june 3 teco tap 30 . 000 / enron
60 . 000 /
hpl iferc
june 4 teco tap 75 . 000 / hpl iferc"
ham,"Subject: interconnect / intercompany issues
attached is a detail spreadsheet of these items that the allocation group is
working on .
- - - - - - - - - - - - - - - - - - - - - - forwarded by howard b camp / hou / ect on 06 / 07 / 2000 02 : 00
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
howard b camp
06 / 07 / 2000 12 : 50 pm
to : rita wynne / hou / ect @ ect , pat clynes / corp / enron @ enron , lisa
csikos / hou / ect @ ect , daren j farmer / hou / ect @ ect , ami chokshi / corp / enron @ enron
cc : fred boas / hou / ect @ ect , stella l morris / hou / ect @ ect , clem
cernosek / hou / ect @ ect , thu nguyen / hou / ect @ ect , jackie young / hou / ect @ ect ,
charlotte hawkins / hou / ect @ ect , karen lindley / corp / enron @ enron , carlos j
rodriguez / hou / ect @ ect , stacey neuweiler / hou / ect @ ect , kristen j
hanson / hou / ect @ ect , rhonda robinson / hou / ect @ ect , howard b camp / hou / ect @ ect ,
gregg lenart / hou / ect @ ect
subject : interconnect / intercompany issues
below is a list of the major items that are still outstanding on the
interdesk / interconnect report for 1999 and 2000 that is impacting the
intercompany cleanup for sap implementation . these issues have been
addressed in earlier e - mails and this is an updated list of issues that need
to be completed by june 19 , 2000 .
1 ) king ranch interstates - fred and stella are working with exxon to
reconcile from oct 1999 - apr 2000 the interstate nominations for tennessee
and ngpl and also for tejas .
2 ) tetco meter 6892 - question of who has custody transfer at the meter .
ena is using tetco ' s volume and hplc is using the hpl measurement volume ,
causing a desk to desk variance .
clem and pat are working on .
3 ) transco bammel meter 74 - transco and hpl ' s nominations are out of
balance at meter 74 . charlotte needs to work with transco to resolve .
4 ) dow meter 4486 - the sale to entex needs to be taken off of hplc meter
4486 and the sale needs to be at dow meter 4486 .
a desk to desk between ena ( buyer )
and hplc ( seller ) needs to be set up on dow meter 4486 .
ami needs to set up the deals and
thu needs to coordinate the months involved .
once this is done and thu
reallocates to dow pipeline , jackie needs to zero out the confirmed noms and
make the meter non allocatable in pops .
clem verified with steve schneider
that this meter is not on hpl ' s system .
5 ) east texas gas / devon - devon invoicing ena entire flow at carthage .
meter 4607701 east texas keeping hplc whole on
nominations
desk to desk
deal is out of balance because of this
karen is working
with pennzoil and east texas to reach agreement on how to handle this issue
between them
6 ) pgev - actuals on swing meters ( hpl ) not matching expense volumes being
allocated by pgev .
sherlyn is working with stacey and charlotte to resolve .
7 ) pan energy sales issues - discrepancies on pgev . katherine and sherlyn
are working with stacey to resolve ."
ham,"Subject: re : interconnect / intercompany issues
all of these issues need to be resolved during the month of june . our
deadline for all cleanup if 6 / 30 . please notify me of any issues that will
not be resolved in this timeframe .
thanks .
howard b camp
06 / 07 / 2000 12 : 50 pm
to : rita wynne / hou / ect @ ect , pat clynes / corp / enron @ enron , lisa
csikos / hou / ect @ ect , daren j farmer / hou / ect @ ect , ami chokshi / corp / enron @ enron
cc : fred boas / hou / ect @ ect , stella l morris / hou / ect @ ect , clem
cernosek / hou / ect @ ect , thu nguyen / hou / ect @ ect , jackie young / hou / ect @ ect ,
charlotte hawkins / hou / ect @ ect , karen lindley / corp / enron @ enron , carlos j
rodriguez / hou / ect @ ect , stacey neuweiler / hou / ect @ ect , kristen j
hanson / hou / ect @ ect , rhonda robinson / hou / ect @ ect , howard b camp / hou / ect @ ect ,
gregg lenart / hou / ect @ ect
subject : interconnect / intercompany issues
below is a list of the major items that are still outstanding on the
interdesk / interconnect report for 1999 and 2000 that is impacting the
intercompany cleanup for sap implementation . these issues have been
addressed in earlier e - mails and this is an updated list of issues that need
to be completed by june 19 , 2000 .
1 ) king ranch interstates - fred and stella are working with exxon to
reconcile from oct 1999 - apr 2000 the interstate nominations for tennessee
and ngpl and also for tejas .
2 ) tetco meter 6892 - question of who has custody transfer at the meter .
ena is using tetco ' s volume and hplc is using the hpl measurement volume ,
causing a desk to desk variance .
clem and pat are working on .
3 ) transco bammel meter 74 - transco and hpl ' s nominations are out of
balance at meter 74 . charlotte needs to work with transco to resolve .
4 ) dow meter 4486 - the sale to entex needs to be taken off of hplc meter
4486 and the sale needs to be at dow meter 4486 .
a desk to desk between ena ( buyer )
and hplc ( seller ) needs to be set up on dow meter 4486 .
ami needs to set up the deals and
thu needs to coordinate the months involved .
once this is done and thu
reallocates to dow pipeline , jackie needs to zero out the confirmed noms and
make the meter non allocatable in pops .
clem verified with steve schneider
that this meter is not on hpl ' s system .
5 ) east texas gas / devon - devon invoicing ena entire flow at carthage .
meter 4607701 east texas keeping hplc whole on
nominations
desk to desk
deal is out of balance because of this
karen is working
with pennzoil and east texas to reach agreement on how to handle this issue
between them
6 ) pgev - actuals on swing meters ( hpl ) not matching expense volumes being
allocated by pgev .
sherlyn is working with stacey and charlotte to resolve .
7 ) pan energy sales issues - discrepancies on pgev . katherine and sherlyn
are working with stacey to resolve ."
ham,"Subject: hpl nom for june 8 , 2000
( see attached file : hplo 608 . xls )
- hplo 608 . xls"
ham,"Subject: re : hoop it up
try 713 - 839 - 0573 ( home ) , but more likely : 713 - 557 - 4869 ( cell ) , and just to be
clear o ' neal and i are the "" assault "" part of the team , not the "" aggie "" part ."
ham,"Subject: tetco change
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 09 / 2000
08 : 05 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" jan svajian "" on 06 / 09 / 2000 07 : 49 : 57 am
to :
cc :
subject : nom change
see attached .
- enron nom change . xls"
ham,"Subject: prior month misnomination
daren - - - - for 4 / 21 - 4 / 22 , deal # 237415 has 6 , 400 mmbtu from transwestern to
oasis # 6301 , but it should have been from northern # 8724 ( per oasis , karen
lindely & our paper noms to oasis ) . . . . . . how do i correct this since the deal
ticket is protected ? ? ?
thanks ,
mark"
ham,"Subject: new nomination - tejas
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 13 / 2000
01 : 19 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" jan svajian "" on 06 / 13 / 2000 11 : 07 : 59 am
to :
cc :
subject : new nomination
see attached .
- enron nom change . xls"
ham,"Subject: enron actuals for june 12 , 2000
teco tap 117 . 500 / hpl iferc
texoma 20 . 000 / enron
ls hpl katy 40 . 000 / enron"
ham,"Subject: ss 154
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 14 / 2000
02 : 18 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" jacqueline blanchard "" on 06 / 14 / 2000 01 : 49 : 30
pm
to :
cc :
subject : ss 154
- text . htm"
ham,"Subject: re : volume increase - hpl meter 68 - 6296 ( s . g . marshall ) and hpl
meter 98 - 6067 ( martinez , mb )
daren ,
do you want me to adjust anything ?
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 06 / 14 / 2000 10 : 28
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
06 / 14 / 2000 10 : 03 am
to : robert cotten / hou / ect @ ect
cc : carlos j rodriguez / hou / ect @ ect , donald p reinhardt / hou / ect @ ect , melissa
graves / hou / ect @ ect
subject : re : volume increase - hpl meter 68 - 6296 ( s . g . marshall ) and hpl
meter 98 - 6067 ( martinez , mb )
bob ,
the eog contract stipulates that a gas daily price should be paid only for
the initial delivery of gas at the execution of gas purchase contract ; any
deliveries subsequent to the initial turn - on should be priced at first of
month index .
thanks ,
vlt
x 3 - 6353
enron north america corp .
from : robert cotten 06 / 14 / 2000 09 : 39 am
to : vance l taylor / hou / ect @ ect
cc : carlos j rodriguez / hou / ect @ ect
subject : volume increase - hpl meter 68 - 6296 ( s . g . marshall ) and hpl meter
98 - 6067 ( martinez , mb )
vance ,
should this be priced at gas daily ? please advise . thanks .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 06 / 14 / 2000 09 : 38
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
suzanne _ saldivar @ eogresources . com on 06 / 13 / 2000 10 : 47 : 00 am
to : rcotten @ enron . com
cc : charlotte _ hawkins @ enron . com , crodrig @ enron . com
subject : volume increase - hpl meter 68 - 6296 ( s . g . marshall ) and hpl meter
98 - 6067 ( martinez , mb )
production from the sg marshall leases has increased due to workovers of
some of the wells . effective june 14 , 2000 , please increase the june 1
estimate from 2 , 300 mmbtu / d to 8 , 000 mmbtu / d @ hpl meter 68 - 6296 delivery
to hpl thompsonville ( pg 7 e meter 834134 ) .
production from the m . martinez leases has increased due to a new well
behind meter 98 - 6067 . the estimates from this meter has increased from
4 , 600 mmbtu / d to 8 , 200 mmbtu / d .
please call me at ( 713 ) 651 - 6858 with any questions . thanks ! ! !"
ham,"Subject: shut - in of # 986315
meter 0986315 shawnee spring common point was shut - in on 6 / 13 / 2000 due to
high dew point . repeated attempts by the pumper to dry out the gas have
failed . the meter will remain shut - in until the dew point is within pipeline
quality specs .
gary h .
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 06 / 15 / 2000 10 : 47
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : sean j smith 06 / 14 / 2000 05 : 55 pm
to : gary a hanks / hou / ect @ ect
cc :
subject : # 986315
i received a call from carl drachenberg with hms at approximately 1 : 45 pm on
6 / 13 / 00 stating that he pulled a stick on meter # 986315 and it was wet and
flowing at 35 lb . i asked gary hanks what we want to do and he said to have
carl notify the producer and shut it in . i notified carl and he got in
touch with the producer and they shut the compressor down at approx . 2 pm on
6 / 13 and at that time there wasn ' t any flow . carl came back out there at 8
am on 6 / 14 and closed the valve and removed the chart . there was no flow
after they shut the unit down and it was flowing between 500 and 300 mcf .
the meter is now out of service .
any questions - you know where to find me ."
ham,"Subject: re : wholesale volumes
texas has a 42 % increase year to year , a 22 % increase qtr . to qtr . and a 30 %
increase mo . to mo . the yr . to yr . and qtr to qtr increases can be explained
by an increase in eol transactions and entex taking more gas . the mo . to mo .
increase is attributable to increase eol transactions and tufco taking more
gas .
dave
enron north america corp .
from : misti day 06 / 15 / 2000 12 : 19 pm
to : david baumbach / hou / ect @ ect
cc :
subject : wholesale volumes
it ' s that time again for the monthly and quarterly volumetric explanations !
the database for may is now ready for viewing . just as a reminder , this is
the shortcut on your desktop called "" statistical database "" .
as there is continued investor focus on our wholesale operations , investor
relations requests that business analysis & reporting provide monthly
volumetric analysis for wholesale operations in addition to the quarterly
analysis . please review the analysis for may 2000 and provide explanations
for all material changes ( + / - 10 % ) for the year / year , quarter / quarter , and
month / month variances . the current objective of investor relations is to use
this analysis as a resource to answer potential investor or analyst
questions , but it may be used for ad hoc requests and presentations . it is
essential that the volumes be verified by commercial personnel .
please forward your verification and explanations via e - mail to me by 10 : 00 am
on monday , june 19 . please feel free to call with any questions .
thanks ,
misti day
x 39525"
ham,"Subject: revised tinsley availabilities ( tetco p / l )
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 15 / 2000
11 : 15 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 06 / 15 / 2000 11 : 14 : 33 am
to :
cc :
subject : revised tinsley availabilities ( tetco p / l )
please see the attached revised availability to be effective 6 / 17 / 00 . i am
not sure who the tetco scheduler is , so please pass along a copy of this to
the appropriate scheduler .
thanks ,
- tinsleyreveffo 61700 . xls"
ham,"Subject: re : shut - in of # 986315
fyi - we don ' t have any active contracts behind this meter . there was a
dedicated reserves purchase contract with phoenix gas pipeline company that
terminated 7 / 31 / 99 . there was also a gtc - lst purchaser / marketer with el
sordo gathering systems , inc . which expired 8 / 1 / 99 .
if you are aware of any other contract that we don ' t reflect in the global
contracts database , please let me know . otherwise , there isn ' t any action
that my group needs to take regarding this shut - in .
enron north america corp .
from : gary a hanks 06 / 15 / 2000 11 : 18 am
to : cheryl dudley / hou / ect @ ect , pat clynes / corp / enron @ enron , daren j
farmer / hou / ect @ ect , shawna flynn / hou / ect @ ect , james mckay / hou / ect @ ect
cc :
subject : shut - in of # 986315
meter 0986315 shawnee spring common point was shut - in on 6 / 13 / 2000 due to
high dew point . repeated attempts by the pumper to dry out the gas have
failed . the meter will remain shut - in until the dew point is within pipeline
quality specs .
gary h .
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 06 / 15 / 2000 10 : 47
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : sean j smith 06 / 14 / 2000 05 : 55 pm
to : gary a hanks / hou / ect @ ect
cc :
subject : # 986315
i received a call from carl drachenberg with hms at approximately 1 : 45 pm on
6 / 13 / 00 stating that he pulled a stick on meter # 986315 and it was wet and
flowing at 35 lb . i asked gary hanks what we want to do and he said to have
carl notify the producer and shut it in . i notified carl and he got in
touch with the producer and they shut the compressor down at approx . 2 pm on
6 / 13 and at that time there wasn ' t any flow . carl came back out there at 8
am on 6 / 14 and closed the valve and removed the chart . there was no flow
after they shut the unit down and it was flowing between 500 and 300 mcf .
the meter is now out of service .
any questions - you know where to find me ."
ham,"Subject: correction to hi 140
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 16 / 2000
02 : 39 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 06 / 16 / 2000 01 : 22 : 07 pm
to : ,
cc :
subject : correction to hi 140
i entered the wrong volume on the high island 140 platform for the change
effective 6 / 17 / 00 . the gross volume should have been 4014 ( 3713 dbq and 301
excess ) . attached is a revised nomination . sorry for the inconvenience .
steve
- hil 40 reveffo 61700 . xls"
ham,"Subject: resume - anna cola
anna cola is through a recruiter and would be at a 20 % fee .
? for the last eight years anna has worked consistently as a project gas
accountant .
she has worked in downstream gas marketing with companies such as shell ,
coastal , texaco , tenneco , natural gas clearing house and midcon texas
pipeline .
anna has also worked on upstream accounting with eex and ashland
exploration .
she has gained experience in areas of ap , ar , revenue accounting , joint
interest billing , and gas balancing .
prior to working on a project basis anna was a jib accountant with buttes
resources .
anna is available to start immediately on a project or perm basis .
- cola _ anna . doc"
ham,"Subject: resume - liz bellamy
following is the resume of liz bellamy . liz is currently at txu in the power
group , but has gas experience , also . she is deciding whether she wants to
relocate with txu to dallas . she would be interested in talking to enron
about possible opportunities . her current salary is $ 50 k . please let me
know if you would like to interview ."
ham,"Subject: hpl noms for june 20 , 2000
( see attached file : hplo 620 . xls )
- hplo 620 . xls"
ham,"Subject: re : fuel
we need to discuss further . my concern would be that how do we know what %
hpl should be retaining at a compressor or zone to make sure we recoup our
fuel cost ? also , could allocated fuel cause a contract imbalance ? i think
that pipeline operations can handle the scheduling of third party fuel
retainage . but , if we retain fuel on ena transports , then we need to come up
with a plan to nominate this in marketing operations to houston pipeline .
currently , this process is not in place .
enron north america corp .
from : brenda f herod 06 / 22 / 2000 12 : 35 pm
to : lisa csikos / hou / ect @ ect , daren j farmer / hou / ect @ ect , mary m
smith / hou / ect @ ect , rita wynne / hou / ect @ ect , steve venturatos / hou / ect @ ect , pat
clynes / corp / enron @ enron , michael eiben / hou / ect @ ect
cc : edward d gottlob / hou / ect @ ect
subject : re : fuel
what is the answer ? can the systems and processes handle this ? please let
me know asap . thanks .
edward d gottlob
06 / 22 / 2000 10 : 57 am
to : bherod @ enron . com
cc :
subject : fuel
brenda ,
as you know fuel is a big risk . one of the things we are trying to do is get
the shipper to pay fuel . this would mean we would purchase , transport and
possibly sell gas with a fuel percentage as part of the price . can the
downstream systems , scheduling etc handle this ?"
ham,"Subject: devon - effective july 1 , 2000
effective julyl , 2000 , i will be the new point of contact at enron north
america for devon . in an effort to
avoid duplication of e - mails to every scheduler on every desk , i would like
to forward the volumes , revisions
or any other pertinent information to only the people who need it . could
you please send me a list of the schedulers
who handle devon on each of your desks and the pipes they schedule ? i will
also forward a copy of any changes to
a point person on each desk that will follow up with the schedulers to make
sure they make appropriate revisions .
if you have any suggestions on how to streamline this process any further ,
please let me know .
thanks ,
bev beaty
3 - 6357"
ham,"Subject: nom change on tejas for garza plant
darren ,
changes for 6 / 23 . . . . .
i will be taking over the duties ami has been handling effective july lst in
coordinating changes will devon . this is
june , but jan is already sending me changes . can you get with me this
afternoon or tomorrow and let me know who i
should send changes to ?
thanks ,
bev
853 - 6357
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 06 / 22 / 2000 09 : 03
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" jan svajian ""
06 / 22 / 2000 08 : 25 am
to :
cc :
subject : nom change on tejas for garza plant
see attached .
- enron nom change . xls"
ham,"Subject: txu at lonestar katy
hey , i spoke with ronnie skerrik and charlie stone this morning and they
agreed that
if lonestar does not bring the gas back to hpl as nomed that the gas will
continue to be
sold to txu . this should elevate any higher vol re - deliveries / make up to
hpl .
please call me with any questions ,
janet"
ham,"Subject: natural gas nomination for 07 / 00
enron methanol nominates the following natural gas requirements for the
methanol plant for july 2000 :
36 , 000 mmbtu per day
egpfc nominates the following natural gas requirements for the mtbe plant at
morgan ' s point for july 2000 :
11 , 000 mmbtu per day"
ham,"Subject: re : natural gas nomination for 07 / 00
i went ahead ahead and accepted the nom , put it in at start of the month
pricing on the base ticket and ignored the 9500 limit , because it ' s a good
price ! !
daren j farmer
06 / 26 / 2000 05 : 47 pm
to : lee l papayoti / hou / ect @ ect
cc :
subject : natural gas nomination for 07 / 00
sitara # 139066 has a max of 9500 in the flex nom . is this correct ? should
the additional 1500 be on a swing ticket or included on the index ticket ?
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 06 / 26 / 2000
05 : 45 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
michael mitcham @ enron
06 / 26 / 2000 05 : 28 pm
to : david bush / ecf / enron @ enron , mark diedrich / gpgfin / enron @ enron , paul
fox / ecf / enron @ enron , david m johnson / ecf / enron @ enron , robert
lee / ecf / enron @ enron , thomas meers / gpgfin / enron @ enron , maritta
mullet / gpgfin / enron @ enron , james prentice / gpgfin / enron @ enron , kerry
roper / gpgfin / enron @ enron , sally shuler / gpgfin / enron @ enron , daren j
farmer / hou / ect @ ect , lee l papayoti / hou / ect @ ect , steven m elliott / hou / ect @ ect ,
john l nowlan / hou / ect @ ect , fred boas / hou / ect @ ect , gregg lenart / hou / ect @ ect
cc :
subject : natural gas nomination for 07 / 00
enron methanol nominates the following natural gas requirements for the
methanol plant for july 2000 :
36 , 000 mmbtu per day
egpfc nominates the following natural gas requirements for the mtbe plant at
morgan ' s point for july 2000 :
11 , 000 mmbtu per day"
ham,"Subject: re : hydrocarbon lease mgmt .
daren ,
the volume is 1 , 000 / d . do you want me to put it in ?
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 06 / 28 / 2000 09 : 30
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : o ' neal d winfree on 06 / 28 / 2000 07 : 47 am
to : robert cotten / hou / ect @ ect
cc :
subject : re : hydrocarbon lease mgmt .
the july forward deal ticket is # 310830 for meter 9836 . . .
enron north america corp .
from : robert cotten 06 / 27 / 2000 05 : 34 pm
to : o ' neal d winfree / hou / ect @ ect
cc :
subject : hydrocarbon lease mgmt .
o ' neal ,
will there be a new deal ticket or will # 281540 be rolled for july ? please
advise . thanks .
bob"
ham,"Subject: re : republic royalty 5 / 00
daren . . . i talked to cynthia in contracts and she said that ces deals cannot
be extended and that a new contract has to be set up . how do you want to
handle it ?
daren j farmer @ ect
06 / 28 / 2000 04 : 17 pm
to : ami chokshi / corp / enron @ enron , megan parker / corp / enron @ enron , o ' neal d
winfree / hou / ect @ ect , nelson ferries / corp / enron @ enron , hillary
mack / corp / enron @ enron
cc :
subject : re : republic royalty 5 / 00
i have rolled # 143559 through july 2000 to cover the purchase from
republic . we sell this gas to duke energy field services ( # 143558 for jan -
apr , ces - duke energy field services , inc ) . the counterparty on this deal
has been suspeneded , so i created # 316727 under the counterparty of duke
energy field services marketing , llc .
hillary - please extend the ces - duke counterparty or attach the correct duke
counterparty to this deal .
if you have any questions , let me know .
d
from : ami chokshi @ enron 06 / 28 / 2000 10 : 45 am
to : megan parker / corp / enron @ enron , o ' neal d winfree / hou / ect @ ect
cc : nelson ferries / corp / enron @ enron , daren j farmer / hou / ect @ ect
subject : republic royalty 5 / 00
this deal was terminated by nelson ferries .
ami
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 28 / 2000
10 : 42 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : megan parker 06 / 28 / 2000 10 : 28 am
to : ami chokshi / corp / enron @ enron , o ' neal d winfree / hou / ect @ ect
cc :
subject : republic royalty 5 / 00
republic royalty is one of my ces deals . they sent me an invoice for may
2000 production , but i do not see a deal for may . does either of you know if
this deal was extended under a new deal number ?
megan"
ham,"Subject: re : cody texas , l . p . , meter 5333
daren ,
deal # 320162 has been created and entered in sitara .
bob
enron north america corp .
from : melissa graves 06 / 30 / 2000 12 : 22 pm
to : robert cotten / hou / ect @ ect , hillary mack / corp / enron @ enron
cc : vance l taylor / hou / ect @ ect
subject : cody texas , l . p . , meter 5333
bob ,
hplc will be purchasing wellhead gas from the producer listed below for the
production month of july . this production will be purchased on a "" spot ""
basis and a deal ticket should be created and entered into sitara based on
the following information :
counterparty meter volume price
cody texas , l . p . 5333 2975 mmbtu / d 100 % if / hsc less $ 0 . 09
this ticket should be marked evergreen , so that it rolls month to month .
additionally , this is a producer svcs . deals and should be tracked in the im
wellhead portfolio . . . attached to the gathering contract .
hillary ,
i noticed deal 305549 has just been put in for one day ( 6 / 1 / 00 ) . we have
flow at this meter during the month of june , so could this ticket be changed
to go through 6 / 30 / 00 ?
thanks you ,
melissa
x 39173"
ham,"Subject: leak on wilson creek lateral
repairs to the wilson creek lateral were completed on monday afternoon
7 / 10 / 00 . upon completion of repairs hms found excessive corrosion on the
meter run and notified pumper that they would remain shut - in until the
producer replaced or repaired the meter run . once the meter run is replaced
or repaired the lateral will be purged and packed and put back into service .
if you have any questions please call me at 36449 .
thanks
gary h
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 07 / 12 / 2000 10 : 00
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : gary a hanks 07 / 10 / 2000 11 : 04 am
to : cheryl dudley / hou / ect @ ect , melissa graves / hou / ect @ ect , george
weissman / hou / ect @ ect , daren j farmer / hou / ect @ ect , pat
clynes / corp / enron @ enron , lauri a allen / hou / ect @ ect , shawna flynn / hou / ect @ ect
cc : james mckay / hou / ect @ ect , earl tisdale / hou / ect @ ect
subject : leak on wilson creek lateral
on friday , july 7 2000 , the field detected a leak on the wilson creek lateral
in wharton co . meter # 0984284 was shut in at approximately 6 : 30 pm until
repairs are completed sometime today july 10 , 2000 .
if you have any questions please call . 36449
thanks
gary h
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 07 / 10 / 2000 10 : 55
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : michael c winders 07 / 10 / 2000 06 : 13 am
to : gary a hanks / hou / ect @ ect
cc :
subject : leak on wilson creek lateral
the producer that was shut in was zevex production # 4284 - 10 they flow about
. 3 a day ."
ham,"Subject: interview schedule for liz bellamy - today
attached please find the interview packet for the above - referenced person .
the interview will happen thursday july 13 , 2000 . please print all three
documents for your hard copies . if you have any questions , or conflicts of
schedule , please do not hesitate to contact me ."
ham,"Subject: hpl nom for july 13 , 2000
( see attached file : hplo 713 . xls )
- hplo 713 . xls"
ham,"Subject: data validation
brenda ,
we met this afternoon concerning path counts . howard will be validating the
path data we had gathered from unify . please let us know when you will need
this data by .
thanks ,
shari
3 - 3859"
ham,"Subject: hpl nom for july 14 , 2000 revision # 1
revised nom at ls hpl - katy ! ! !
( see attached file : hplo 714 . xls )
- hplo 714 . xls"
ham,"Subject: enron / hpl actuals for july 12 , 2000
teco tap 10 . 000 / enron ; 65 . 000 / hpl iferc
ls hpl lsk ic 30 . 000 / enron"
ham,"Subject: organizational announcement : industrial origination , ctg , and ena
treasury
effective immediately , ray bowen will take over leadership of the industrial
origination group responsible for enron north america  , s origination
activities in the industrial market including pulp & paper , metals , refining ,
and petrochemicals . as part of the industrial origination group , jim ajello ,
will continue to lead the origination effort in the metals , refining , and
petrochemical sector . edward ondarza maintains oversight of origination in
the pulp and paper sectors . rodney malcolm retains primary responsibility
for leading the execution of transactions and delivery of the outsource
solutions to industrial customers .
when the commercial transactions group was created approximately a year ago ,
the objective was to create an internal emphasis on the development of
transaction execution skills that are necessary to execute complex ,
structured transactions and to foster better deal quality . we believe that
the primary objectives of the ctg have been achieved , and in order to better
position the organization for the remainder of 2000 and in response to ray
bowen  , s new position , the following changes will be made in the commercial
transactions group organization .
transaction development : transaction development , which was created to
provide focused deal execution capability to the origination groups , will be
merged into each respective origination group and report solely to the group
leaders .
portfolio management : all activities surrounding portfolio investments will
report to jeff donahue . jeff will be responsible for ena  , s  & capital book  8
and will have a high level of involvement in existing portfolio investments
and will work closely with ena treasury and the various origination groups to
assure that new transactions ( a ) incorporate appropriate risk / return
characteristics , ( b ) are evaluated in the context of market based pricing
signals , and ( c ) incorporate a specific investment plan which includes
syndication of the investment , if applicable , and a specific exit strategy .
portfolio management includes restructuring / special assets ( randy
maffett / dick lydecker ) and capital structuring ( andrea reed ) . steve pruett
( energy capital resources ) , chuck ward ( generation investments ) , don miller
( merchant generation ) , and chris helfrich ( coal and industrial ) will continue
to be responsible for day to day asset management for performing investments
and will report to their respective origination units with a dual report to
jeff . jeff will retain his corporate development and principal investments
activities .
commodity structuring : commodity structuring including berney aucoin ( power )
and ed mcmichael ( gas ) will report to janet dietrich . janet will retain
responsibility for east midstream origination . commodity structuring will
continue to work to facilitate and structure the highest priority and highest
value transactions across the entire ena organization .
technical / oec : the technical group ( wayne mays / bob virgo ) , which provides
technical support to industrial and power generation asset development
activities , and oec ( lead by mark dobler ) will report directly to the ena
office of the chairman .
in addition to these changes , joe deffner has been named ena  , s chief
financial officer and will head ena treasury . in this role he will be
responsible for managing ena  , s balance sheet and the sourcing of capital in
the bank and capital markets . joe will report jointly to the ena office of
the chairman and to enron corp . global finance ."
